IGHV3-23;IGHV4-59;IGHV3-7;IGHV4-34;IGHV3-30;IGHV4-4;IGHV4-39;IGHV3-21;IGHV1-2;IGHV3-48;IGHV3-33;IGHV1-18;IGHV1-69;IGHV3-9;IGHV3-11;IGHV3-74;IGHV5-51;IGHV6-1;IGHV3-66;IGHV1-8;IGHV1-46;IGHV3-15;IGHV4-31;IGHV3-13;IGHV3-49;IGHV1-24;IGHV3-20;IGHV4-38-2;IGHV3-43;IGHV3-53;IGHV4-30-2;IGHV1-3;IGHV4-30-4;IGHV3-64;IGHV2-5;IGHV3-73;IGHV3-43D;IGHV3-72;IGHV4-61;IGHV2-70;IGHV3-30-3;IGHV1-45;IGHV1-58;IGHV7-4-1;IGHV4-28;IGHV3-NL1;IGHV2-26;IGHV1-69-2
0.13621681061144075;0.06675677533160752;0.06639023160981421;0.05986117156537078;0.04962085633777004;0.03954090398845387;0.03944926805800555;0.03702091590112483;0.036860553022840255;0.03117912533504387;0.030216948065336417;0.030148221117500172;0.02710132643009324;0.02648278389956702;0.02648278389956702;0.025910059334264966;0.02533733476896291;0.02531442578635083;0.02389406886440173;0.021878078394538498;0.02139698975968477;0.01896863760280406;0.018831183707131566;0.01763991661130329;0.016700648324207923;0.011431582323429017;0.009850862523195345;0.008934503218712057;0.00792650798378044;0.0078119630707200296;0.0050857941398822475;0.004673432452864768;0.004604705505028521;0.004054889922338549;0.003940345009278138;0.003275984513527754;0.0027261689308377816;0.0016036287828457539;0.0008476323566470413;0.0008247233740349591;0.0006643604957503837;0.0005727245653020549;0.0005498155826899727;0.00048108863485372613;0.00043527066962956173;0.0002978167739570686;0.00011454491306041099;9.163593044832879e-05
